block,cohort,year_from,grade_from,n_from,mean_from,year_to,grade_to,n_to,mean_to,progression_pp,instrument_caveat
B0015 basavakalyan,G5 2023-24 -> G6 2024-25,2023-24,5.0,1126,37.59769,2024-25,6.0,1105,40.19457,2.6,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0057 hassan,G5 2023-24 -> G6 2024-25,2023-24,5.0,1057,58.410595,2024-25,6.0,829,61.06152,2.65,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0051 hadagali,G4 2023-24 -> G5 2024-25,2023-24,4.0,982,35.880856,2024-25,5.0,1193,38.629505,2.75,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0096 manvi,G5 2023-24 -> G6 2024-25,2023-24,5.0,1275,44.117645,2024-25,6.0,1258,46.895866,2.78,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0060 holalkere,G4 2023-24 -> G5 2024-25,2023-24,4.0,1050,41.238094,2024-25,5.0,1116,44.032257,2.79,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0090 maddur,G5 2023-24 -> G6 2024-25,2023-24,5.0,944,52.383476,2024-25,6.0,780,55.307693,2.92,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0028 channagiri,G4 2022-23 -> G5 2023-24,2022-23,4.0,611,43.412437,2023-24,5.0,951,46.3775,2.97,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0049 gulbarga south,G4 2022-23 -> G5 2023-24,2022-23,4.0,901,36.36515,2023-24,5.0,797,39.41656,3.05,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0035 chitradurga,G5 2022-23 -> G6 2023-24,2022-23,5.0,2300,44.286957,2023-24,6.0,2077,47.383244,3.1,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0006 athani,G4 2022-23 -> G5 2023-24,2022-23,4.0,97,53.5567,2023-24,5.0,980,56.668365,3.11,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0071 jagalur,G4 2022-23 -> G5 2023-24,2022-23,4.0,433,37.25173,2023-24,5.0,694,40.396255,3.14,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0096 manvi,G4 2023-24 -> G5 2024-25,2023-24,4.0,1172,42.538395,2024-25,5.0,1439,45.67408,3.14,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0141 yadgir,G5 2022-23 -> G6 2023-24,2022-23,5.0,1416,49.322033,2023-24,6.0,1185,52.489452,3.17,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0111 raichur,G5 2022-23 -> G6 2023-24,2022-23,5.0,1865,51.24397,2023-24,6.0,1334,54.41529,3.17,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0052 hagaribommanahalli,G4 2022-23 -> G5 2023-24,2022-23,4.0,1151,40.186794,2023-24,5.0,1162,43.403614,3.22,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0114 ranebennur,G5 2023-24 -> G6 2024-25,2023-24,5.0,1166,55.18439,2024-25,6.0,1601,58.482197,3.3,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0152 kadur,G4 2023-24 -> G5 2024-25,2023-24,4.0,969,53.312695,2024-25,5.0,979,56.624107,3.31,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0143 yelburga,G4 2022-23 -> G5 2023-24,2022-23,4.0,1252,44.716454,2023-24,5.0,1077,48.096565,3.38,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0114 ranebennur,G4 2023-24 -> G5 2024-25,2023-24,4.0,1209,57.77502,2024-25,5.0,1726,61.164543,3.39,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0044 gangavathi,G4 2023-24 -> G5 2024-25,2023-24,4.0,1814,35.311466,2024-25,5.0,1977,38.720284,3.41,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0141 yadgir,G4 2022-23 -> G5 2023-24,2022-23,4.0,1218,39.482758,2023-24,5.0,1322,42.968987,3.49,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0048 gulbarga north,G5 2023-24 -> G6 2024-25,2023-24,5.0,575,39.408695,2024-25,6.0,482,42.904564,3.5,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0126 sindhanur,G4 2022-23 -> G5 2023-24,2022-23,4.0,1652,39.461258,2023-24,5.0,1532,42.973236,3.51,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0072 jamakhandi,G5 2023-24 -> G6 2024-25,2023-24,5.0,1418,49.337093,2024-25,6.0,2169,52.85385,3.52,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0135 tiptur,G4 2023-24 -> G5 2024-25,2023-24,4.0,880,58.039772,2024-25,5.0,864,61.631943,3.59,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0126 sindhanur,G4 2023-24 -> G5 2024-25,2023-24,4.0,1437,38.837856,2024-25,5.0,1717,42.4636,3.63,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0148 h.d.kote,G4 2023-24 -> G5 2024-25,2023-24,4.0,501,48.752495,2024-25,5.0,1714,52.4154,3.66,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0112 ramanagara,G5 2022-23 -> G6 2023-24,2022-23,5.0,173,71.87862,2023-24,6.0,689,75.56604,3.69,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0094 malur,G4 2023-24 -> G5 2024-25,2023-24,4.0,1009,46.44202,2024-25,5.0,1012,50.192688,3.75,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0119 sedam,G4 2023-24 -> G5 2024-25,2023-24,4.0,1185,30.20675,2024-25,5.0,1170,34.10684,3.9,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0161 muddebihal,G4 2023-24 -> G5 2024-25,2023-24,4.0,1342,44.683308,2024-25,5.0,2343,48.619293,3.94,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0043 gadag rural,G4 2023-24 -> G5 2024-25,2023-24,4.0,1516,39.960423,2024-25,5.0,1595,43.92163,3.96,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0013 ballari west,G4 2022-23 -> G5 2023-24,2022-23,4.0,637,39.52904,2023-24,5.0,603,43.499172,3.97,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0149 haveri,G4 2023-24 -> G5 2024-25,2023-24,4.0,926,49.784016,2024-25,5.0,1650,53.77879,3.99,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0052 hagaribommanahalli,G4 2023-24 -> G5 2024-25,2023-24,4.0,1122,35.459003,2024-25,5.0,1328,39.446537,3.99,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0007 aurad,G5 2023-24 -> G6 2024-25,2023-24,5.0,491,48.971485,2024-25,6.0,828,52.964977,3.99,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0067 hukkeri,G5 2022-23 -> G6 2023-24,2022-23,5.0,93,68.11828,2023-24,6.0,1166,72.13979,4.02,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0164 periya patna,G4 2023-24 -> G5 2024-25,2023-24,4.0,481,59.864864,2024-25,5.0,1264,63.908226,4.04,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0111 raichur,G4 2022-23 -> G5 2023-24,2022-23,4.0,1735,44.677235,2023-24,5.0,1315,48.73384,4.06,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0033 chincholi,G4 2023-24 -> G5 2024-25,2023-24,4.0,1153,35.706852,2024-25,5.0,1384,39.790462,4.08,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0002 aland,G5 2023-24 -> G6 2024-25,2023-24,5.0,1642,36.76614,2024-25,6.0,1586,40.860657,4.09,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0082 koratagere,G4 2023-24 -> G5 2024-25,2023-24,4.0,895,54.055866,2024-25,5.0,892,58.161434,4.11,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0009 bagalkot,G4 2023-24 -> G5 2024-25,2023-24,4.0,964,66.810165,2024-25,5.0,1670,70.937126,4.13,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0091 madhugiri,G4 2023-24 -> G5 2024-25,2023-24,4.0,1568,46.699615,2024-25,5.0,1486,50.861374,4.16,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0061 holenarasipura,G4 2023-24 -> G5 2024-25,2023-24,4.0,878,46.583145,2024-25,5.0,921,50.765472,4.18,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0020 bidar,G5 2023-24 -> G6 2024-25,2023-24,5.0,779,35.5905,2024-25,6.0,807,39.79554,4.21,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0069 hunagund,G5 2023-24 -> G6 2024-25,2023-24,5.0,1384,54.94942,2024-25,6.0,1709,59.230545,4.28,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0071 jagalur,G4 2023-24 -> G5 2024-25,2023-24,4.0,724,32.548344,2024-25,5.0,1400,36.88214,4.33,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0140 virajpet,G4 2023-24 -> G5 2024-25,2023-24,4.0,496,48.08468,2024-25,5.0,441,52.630386,4.55,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0030 chikkaballapur,G4 2023-24 -> G5 2024-25,2023-24,4.0,900,46.372223,2024-25,5.0,905,51.005524,4.63,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0012 ballari east,G5 2022-23 -> G6 2023-24,2022-23,5.0,1357,44.926308,2023-24,6.0,1254,49.557415,4.63,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0016 basavan bagewadi,G5 2023-24 -> G6 2024-25,2023-24,5.0,1033,54.86447,2024-25,6.0,2379,59.53552,4.67,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0158 mandya north,G4 2023-24 -> G5 2024-25,2023-24,4.0,706,52.790367,2024-25,5.0,703,57.46088,4.67,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0092 madikeri,G4 2023-24 -> G5 2024-25,2023-24,4.0,505,46.12871,2024-25,5.0,479,50.814198,4.69,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0073 jewargi,G4 2023-24 -> G5 2024-25,2023-24,4.0,1661,39.653824,2024-25,5.0,2030,44.37931,4.73,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0059 hiriyur,G4 2022-23 -> G5 2023-24,2022-23,4.0,1682,41.4566,2023-24,5.0,1495,46.19398,4.74,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0073 jewargi,G4 2022-23 -> G5 2023-24,2022-23,4.0,1962,39.00102,2023-24,5.0,1828,43.752735,4.75,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0027 chamarajanagar,G4 2022-23 -> G5 2023-24,2022-23,4.0,1196,48.68729,2023-24,5.0,128,53.476562,4.79,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0069 hunagund,G4 2023-24 -> G5 2024-25,2023-24,4.0,1375,52.28,2024-25,5.0,1807,57.102932,4.82,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0115 ron,G4 2023-24 -> G5 2024-25,2023-24,4.0,1779,51.27038,2024-25,5.0,2122,56.109802,4.84,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0128 siruguppa,G4 2023-24 -> G5 2024-25,2023-24,4.0,1309,31.539343,2024-25,5.0,2063,36.38633,4.85,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0151 k g f,G4 2023-24 -> G5 2024-25,2023-24,4.0,555,41.225224,2024-25,5.0,516,46.08527,4.86,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0088 kustagi,G4 2022-23 -> G5 2023-24,2022-23,4.0,1495,42.505016,2023-24,5.0,1692,47.437943,4.93,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0054 hanur,G4 2022-23 -> G5 2023-24,2022-23,4.0,740,44.08108,2023-24,5.0,597,49.0201,4.94,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0062 honnali,G4 2022-23 -> G5 2023-24,2022-23,4.0,530,48.820755,2023-24,5.0,737,53.867027,5.05,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0147 chikmagalur,G4 2023-24 -> G5 2024-25,2023-24,4.0,1043,51.50048,2024-25,5.0,1067,56.97282,5.47,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0002 aland,G4 2023-24 -> G5 2024-25,2023-24,4.0,1590,34.037735,2024-25,5.0,1737,39.625793,5.59,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0020 bidar,G4 2023-24 -> G5 2024-25,2023-24,4.0,773,33.564037,2024-25,5.0,893,39.294514,5.73,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0050 gundlupet,G4 2023-24 -> G5 2024-25,2023-24,4.0,1024,41.308594,2024-25,5.0,1005,47.084576,5.78,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0038 davanagere(s),G4 2022-23 -> G5 2023-24,2022-23,4.0,122,51.14754,2023-24,5.0,278,56.96043,5.81,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0028 channagiri,G5 2023-24 -> G6 2024-25,2023-24,5.0,951,46.3775,2024-25,6.0,1287,52.28438,5.91,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0049 gulbarga south,G4 2023-24 -> G5 2024-25,2023-24,4.0,821,29.853836,2024-25,5.0,740,35.87838,6.02,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0127 sira,G4 2023-24 -> G5 2024-25,2023-24,4.0,1743,46.39702,2024-25,5.0,1902,52.47634,6.08,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0054 hanur,G4 2023-24 -> G5 2024-25,2023-24,4.0,514,43.015564,2024-25,5.0,648,49.12037,6.1,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0142 yelandur,G4 2023-24 -> G5 2024-25,2023-24,4.0,164,43.506096,2024-25,5.0,420,49.88095,6.37,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0155 krishnaraja pet,G4 2023-24 -> G5 2024-25,2023-24,4.0,1150,44.082607,2024-25,5.0,1106,50.483727,6.4,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0160 moodigere,G4 2023-24 -> G5 2024-25,2023-24,4.0,588,48.937077,2024-25,5.0,555,55.405407,6.47,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0105 naragund,G4 2022-23 -> G5 2023-24,2022-23,4.0,401,44.600998,2023-24,5.0,588,51.190475,6.59,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0107 nelamangala,G4 2023-24 -> G5 2024-25,2023-24,4.0,725,51.386208,2024-25,5.0,663,57.993965,6.61,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0018 belur,G4 2023-24 -> G5 2024-25,2023-24,4.0,506,51.403164,2024-25,5.0,993,58.016113,6.61,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0072 jamakhandi,G4 2023-24 -> G5 2024-25,2023-24,4.0,1292,48.86997,2024-25,5.0,2183,55.54054,6.67,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0166 tarikere,G4 2023-24 -> G5 2024-25,2023-24,4.0,766,57.0953,2024-25,5.0,665,63.87218,6.78,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0118 savanur,G5 2023-24 -> G6 2024-25,2023-24,5.0,764,47.951572,2024-25,6.0,1205,54.755188,6.8,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0103 nagamangala,G4 2023-24 -> G5 2024-25,2023-24,4.0,688,51.184593,2024-25,5.0,671,58.09985,6.92,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0141 yadgir,G4 2023-24 -> G5 2024-25,2023-24,4.0,1091,34.074245,2024-25,5.0,1165,41.098713,7.02,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0150 hunsur,G4 2023-24 -> G5 2024-25,2023-24,4.0,467,43.468952,2024-25,5.0,1407,50.493958,7.03,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0056 harihara,G4 2022-23 -> G5 2023-24,2022-23,4.0,533,53.71482,2023-24,5.0,656,60.846035,7.13,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0005 arasikere,G4 2023-24 -> G5 2024-25,2023-24,4.0,1161,53.018948,2024-25,5.0,1142,60.21016,7.19,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0042 doddaballapura,G4 2023-24 -> G5 2024-25,2023-24,4.0,848,44.24528,2024-25,5.0,798,51.491226,7.25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0048 gulbarga north,G4 2023-24 -> G5 2024-25,2023-24,4.0,537,34.273743,2024-25,5.0,522,41.561302,7.29,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0035 chitradurga,G4 2022-23 -> G5 2023-24,2022-23,4.0,2015,34.851116,2023-24,5.0,2012,42.174454,7.32,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0015 basavakalyan,G4 2023-24 -> G5 2024-25,2023-24,4.0,1099,32.502274,2024-25,5.0,1181,39.86452,7.36,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
